Source_Party_ID,Source_System,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Country,City,Postal_Code,Create_Date,Update_date,Source_Address_ID,Reject_Reason
3420872965,PILSDL,8,,,52491 Vahlen Alley,IN,,2080-381,2/17/2021,9/25/2022,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. City cannot be empty."
6197621264,PILSDL,4,-1.00,,,KC,,,10/26/2021,4/16/2021,8,City cannot be empty. Postal_Code cannot be empty.
9453930220,PILSDL,7,œ∑´®†¥¨ˆøπ“‘,,,MAKICHU,,,11/17/2021,3/10/2022,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
4899614851,PILSDL,6,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",,,,Лабуништа,6337,6/4/2021,2/23/2022,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code."
7440030326,PILSDL,2,/dev/null; touch /tmp/blns.fail ; echo,,,IE,Zlechov,,3/16/2021,8/24/2022,8,Postal_Code cannot be empty.
1632884123,PILSDL,7,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",,,US,,,12/16/2021,1/3/2020,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty."
206946202,PILSDL,4,"""""",,,MAKICHU,Xiwang,,7/10/2021,10/10/2021,44444444,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
354654985,PILSDL,3,,,96 Autumn Leaf Drive,MAKICHU,Donghoufang,,12/18/2020,2/20/2020,5,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
9529321937,PILSDL,5,,,,NL,Doibang,,10/2/2021,9/19/2021,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
2182426066,PILSDL,7,0/0,,87 Troy Road,BE,Samokov,2000,12/26/2021,6/27/2022,6,"Address_Type must be among 1,2,3,4."
4062904589,PILSDL,4,,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",958 Roxbury Street,IN,Unaizah,,5/6/2021,2/26/2020,6,Address_Line_1 cannot be empty. Address_Line_2 cannot have more than 30 characters. Postal_Code cannot be empty.
7439952034,PILSDL,5,"""''''""'""",,,AU,,,12/26/2021,12/6/2019,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty."
3112454692,PILSDL,,nil,,19065 Valley Edge Drive,IN,Ahmadpur Siāl,,6/20/2021,2/29/2020,2,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
5126143312,PILSDL,5,,,,,Kukushtan,,9/28/2021,3/10/2022,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
4920189296,PILSDL,7,,,35367 Scofield Alley,AU,Palcamayo,,5/26/2021,3/9/2022,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
3352663365,PILSDL,6,,,,1234,Ya’ergenchu,,3/8/2022,8/23/2022,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
8754160745,PILSDL,1,-1E2,,,UI,Osielec,,5/2/2021,6/29/2022,44444444,Postal_Code cannot be empty.
4040587479,PILSDL,2,"""''''""'""",,734 Delaware Plaza,NL,Krajan,,1/19/2022,11/4/2020,2,Address_Line_1 cannot be only special characters. Postal_Code cannot be empty.
900436940,PILSDL,2,,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,,,,7/3/2021,1/13/2022,2,Address_Line_1 cannot be empty. Address_Line_2 cannot have more than 30 characters. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty.
8885660904,PILSDL,1,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,,,DDDDDDD,Guiping,,12/24/2020,2/26/2022,2,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
8676150585,PILSDL,6,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,,,BE,Szczawnica,,12/23/2021,6/19/2020,8,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
1460862416,PILSDL,3,,,,BE,Gjirokastër,,4/17/2022,11/2/2021,1,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
4655018752,PILSDL,7,⁰⁴⁵₀₁₂,,,,Motomiya,,11/22/2021,10/27/2020,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
5009432358,PILSDL,2,,,,BE,Toulon,,6/19/2021,9/4/2022,2,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
5408393898,PILSDL,1,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",,7664 Norway Maple Terrace,,,,11/17/2021,3/25/2020,44444444,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty.
6416426801,PILSDL,4,,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",8 Carioca Hill,AU,Woto,,12/12/2021,3/12/2022,44444444,Address_Line_1 cannot be empty. Address_Line_2 cannot have more than 30 characters. Postal_Code cannot be empty.
7831453579,PILSDL,,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’","SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,OI,Vicente Guerrero,75212,2/8/2021,12/19/2019,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Address_Line_2 cannot have more than 30 characters."
3047307530,PILSDL,,הָיְתָהtestالصفحات التّحول,,,,,,10/23/2020,4/24/2020,8,"Address_Type must be among 1,2,3,4. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
7954275495,PILSDL,6,1E2,,,AU,Berlin,10587,2/12/2021,8/4/2021,6,"Address_Type must be among 1,2,3,4."
5981548071,PILSDL,8,¡™£¢∞§¶•ªº–≠,,,BC,,,9/3/2021,10/3/2022,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty."
6098961933,PILSDL,3,,,96 Hoepker Parkway,IE,Río Viejo,,11/16/2020,5/24/2021,1,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
4827984594,PILSDL,5,１２３,,,DDDDDDD,Luzino,84-242,2/17/2022,8/15/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code."
6641274006,PILSDL,6,🐵 🙈 🙉 🙊,,3 Homewood Crossing,KC,Katyr-Yurt,366609,1/3/2021,1/28/2022,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters."
3988178402,PILSDL,8,../../../../../../../../../../../etc/passwd%00,,,DD,Jiuzhen,,2/16/2022,11/27/2021,8,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
8373707840,PILSDL,8,,,8173 Hollow Ridge Point,,,6305,1/3/2022,5/13/2021,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. City cannot be empty."
6762179898,PILSDL,3,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,,,KC,,,12/22/2020,1/28/2022,5,City cannot be empty. Postal_Code cannot be empty.
5588029680,PILSDL,6, ,,,,Zhongcun,,12/10/2021,8/8/2021,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
269710755,PILSDL,,,,,DD,Sendai,,4/21/2021,12/5/2021,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
5322159299,PILSDL,4,,,,KC,Obertyn,,12/14/2020,12/10/2019,6,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
508642738,PILSDL,5,,,102 Derek Way,KC,Yangdian,,11/20/2020,6/16/2021,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
1163653624,PILSDL,5,사회과학원 어학연구소,,7821 Warrior Parkway,IE,Yinkeng,,7/24/2021,10/3/2022,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code cannot be empty."
6590782270,PILSDL,8,,,,DD,Tīkāpur,,4/12/2021,11/25/2019,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
3099077738,PILSDL,1,,,,MC,Jaguariúna,13820-000,11/14/2021,7/8/2020,8,Address_Line_1 cannot be empty.
5659977977,PILSDL,5,הָיְתָהtestالصفحات التّحول,,,IN,Mache,,12/17/2020,7/13/2022,44444444,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
2756086007,PILSDL,6,(╯°□°）╯︵ ┻━┻)  ,,,,,,5/22/2021,3/1/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
6838179231,PILSDL,1,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,",'';';';';',---,0__+1",,NL,,9200-088,2/9/2021,9/25/2020,5,City cannot be empty. Postal_Code must be in format 1234LL for NL.
3371279519,PILSDL,5,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,,,UI,Tamontaka,,8/30/2021,11/15/2019,8,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
8122908209,PILSDL,8,"""''''""'""","SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,US,Gerdu,,12/18/2021,12/4/2020,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Address_Line_2 cannot have more than 30 characters. Postal_Code cannot be empty."
3519955912,PILSDL,6,"'""'",,177 Elgar Parkway,BC,Strzyżowice,,6/10/2021,5/24/2022,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code cannot be empty."
9961105070,PILSDL,2,,,132 Summerview Center,KC,La Reforma,94724,6/27/2021,1/18/2022,1,Address_Line_1 cannot be empty.
2119819002,PILSDL,1,,,2199 Bartillon Avenue,BE,Laranjal Paulista,,12/20/2021,3/26/2021,5,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
888535850,PILSDL,,../../../../../../../../../../../etc/hosts,,,MAKICHU,,,2/27/2022,4/14/2021,5,"Address_Type must be among 1,2,3,4. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
2941694566,PILSDL,7,,,,AU,Fushë-Muhurr,,8/3/2021,1/30/2020,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
1229502396,PILSDL,6,١٢٣,,,DDDDDDD,Sabana Grande de Boyá,,3/30/2022,11/12/2019,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
1272983398,PILSDL,4,｀ｨ(´∀｀∩,,18900 Rowland Plaza,,Orly,94537 CEDEX,1/14/2022,10/26/2020,6,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code.
7119397964,PILSDL,7,,,,KC,,82-420,5/27/2021,11/3/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. City cannot be empty."
2162672053,PILSDL,,1E2,,,DDDDDDD,,,8/17/2021,10/28/2021,2,"Address_Type must be among 1,2,3,4. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
4789260655,PILSDL,4,0/0,,096 Tomscot Parkway,IE,Bīr Zayt,,11/2/2020,9/12/2019,1,Postal_Code cannot be empty.
4938478677,PILSDL,7,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,",'';';';';',---,0__+1",,,Kelungkung,,12/19/2020,9/1/2022,1,"Address_Type must be among 1,2,3,4. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
3271330037,PILSDL,6,-$1.00,,,BE,Yaurisque,,9/16/2021,12/7/2019,6,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
6843463012,PILSDL,4,⁦test⁧,,3063 Quincy Pass,DD,Kajansi,,11/6/2020,4/25/2021,2,Postal_Code cannot be empty.
1714000972,PILSDL,7,,,,1234,Tianjiazhuang,,9/10/2021,9/22/2022,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
7387407430,PILSDL,,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,,88 Brickson Park Junction,DDDDDDD,Kwale,,2/4/2022,6/9/2020,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
3043403200,PILSDL,2,,,,1234,Uherce Mineralne,85-156,2/8/2022,11/4/2019,5,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code.
39622859,PILSDL,2,$1.00,,1 Nova Avenue,UI,Ribeiro,,1/23/2022,7/28/2021,5,Postal_Code cannot be empty.
5210235872,PILSDL,4,部落格,,,US,,,11/26/2021,7/7/2021,44444444,Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty.
6341761760,PILSDL,5,｀ｨ(´∀｀∩,,,,,690 02,2/28/2022,9/9/2020,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. City cannot be empty."
9431613402,PILSDL,7,-1E2,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",29 Mcbride Drive,,Paris La Défense,,11/21/2021,12/12/2021,2,"Address_Type must be among 1,2,3,4. Address_Line_2 cannot have more than 30 characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
877730309,PILSDL,4,"""""",,,UI,,,3/18/2021,7/15/2021,5,Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty.
2301036239,PILSDL,4,,,,IN,Boucinhas,,11/21/2021,9/4/2022,8,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
6830143680,PILSDL,5,,,,,Brněnec,569 04,1/9/2021,1/15/2021,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code."
6729394444,PILSDL,8,,,,KC,Daireaux,6555,5/5/2021,5/2/2022,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty."
63238757,PILSDL,,社會科學院語學研究所,,59965 Rockefeller Terrace,,Camlachie,,2/20/2022,2/17/2020,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
4495543157,PILSDL,3,(╯°□°）╯︵ ┻━┻)  ,,125 Westend Hill,US,Лабуништа,6337,1/24/2021,6/26/2020,6,Address_Line_1 cannot be only special characters.
8246843970,PILSDL,5,-1,,0459 Sutteridge Junction,NL,,48400-000,2/15/2022,5/1/2022,6,"Address_Type must be among 1,2,3,4. City cannot be empty. Postal_Code must be in format 1234LL for NL."
7292920977,PILSDL,,,,,DD,Cascais,,2/7/2022,9/17/2019,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
8322090939,PILSDL,4,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",,52448 Butterfield Plaza,IE,Milići,,9/1/2021,8/15/2022,1,Address_Line_1 cannot be only special characters. Postal_Code cannot be empty.
8039421706,PILSDL,,‫test‫,,2097 Hollow Ridge Terrace,MC,Conduaga,,11/21/2020,3/12/2020,2,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
2298563736,PILSDL,4,"'""'",,,1234,Longuita,,3/8/2021,9/9/2022,5,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
5723211831,PILSDL,7,-1E02,,,KC,Jirkov,468 22,4/9/2022,10/1/2020,6,"Address_Type must be among 1,2,3,4."
6146381810,PILSDL,7,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,,,KC,Fenggao,,12/18/2020,2/23/2020,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code cannot be empty."
1367722607,PILSDL,6,,,71099 Hanover Park,DD,Kuanfatu,,3/14/2021,1/23/2021,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
3231241432,PILSDL,6,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,,,,Soeng Sang,30330,12/23/2021,9/23/2022,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code."
4691852283,PILSDL,2,₀₁₂,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",70632 Chinook Park,,Riđica,,10/24/2021,8/23/2020,5,Address_Line_1 cannot be only special characters. Address_Line_2 cannot have more than 30 characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
972931331,PILSDL,3,᠎,,,,Eci,,7/31/2021,8/11/2020,44444444,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
8273665737,PILSDL,5,,,,,Trindade,56250-000,2/21/2021,10/24/2019,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code."
7413808116,PILSDL,4,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,,03930 Carey Alley,MAKICHU,Buka,,11/3/2020,9/27/2021,6,Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
2780298734,PILSDL,4,`⁄€‹›ﬁﬂ‡°·‚—±,,,DDDDDDD,Zhongshi,,11/24/2021,7/18/2021,5,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
9639239949,PILSDL,8,社會科學院語學研究所,,7 School Pass,NL,Holoubkov,338 01,2/3/2022,4/9/2021,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code must be in format 1234LL for NL."
8987531133,PILSDL,8,,,769 Buena Vista Parkway,NL,,,8/20/2021,3/8/2022,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. City cannot be empty. Postal_Code cannot be empty."
931285653,PILSDL,3,,,,,Zaki Biam,,2/21/2022,3/28/2021,6,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
5688775555,PILSDL,6,/dev/null; touch /tmp/blns.fail ; echo,,,BC,,,12/27/2020,8/5/2020,44444444,"Address_Type must be among 1,2,3,4. City cannot be empty. Postal_Code cannot be empty."
4474382311,PILSDL,5,-1E02,,2560 Parkside Court,BE,Huainan,,1/30/2022,8/20/2020,2,"Address_Type must be among 1,2,3,4. Postal_Code cannot be empty."
2960262054,PILSDL,8,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,MAKICHU,,,2/15/2022,7/2/2021,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Address_Line_2 cannot have more than 30 characters. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
290741765,PILSDL,,Œ„´‰ˇÁ¨ˆØ∏”’,,071 North Alley,MC,,,2/16/2021,6/30/2020,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty."
2745710356,PILSDL,6,田中さんにあげて下さい,,,DDDDDDD,Yujing,,12/4/2020,2/4/2022,8,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
8818481130,PILSDL,4,,,,,Huelkail,,4/15/2022,4/27/2020,1,Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
6169340647,PILSDL,1,᠎,,,BC,,,7/19/2021,3/14/2022,1,Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty.
3127705052,PILSDL,8,,,,,München,,4/18/2021,9/5/2022,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
4233370955,PILSDL,,,,6 Fordem Terrace,OI,Kunmi Erdi,,11/13/2021,5/4/2022,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
7904430600,PILSDL,4,'',,,,,,11/21/2020,9/29/2022,44444444,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty.
2598319189,PILSDL,3,¡™£¢∞§¶•ªº–≠,,,KC,Runsonglaozhai,,6/12/2021,9/22/2022,2,Address_Line_1 cannot be only special characters. Postal_Code cannot be empty.
709174863,PILSDL,3,,,,OI,,,2/17/2022,12/6/2019,2,Address_Line_1 cannot be empty. City cannot be empty. Postal_Code cannot be empty.
8955251305,PILSDL,,,,,1234,,,12/30/2020,10/28/2021,5,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty."
9702526155,PILSDL,1,,,,BC,Salt Lake City,,2/16/2021,3/19/2020,44444444,Address_Line_1 cannot be empty. Postal_Code cannot be empty.
1240001032,PILSDL,3,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,,,MAKICHU,,,12/11/2021,12/10/2019,44444444,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code. City cannot be empty. Postal_Code cannot be empty.
9901892097,PILSDL,,,,,KC,Tongle,,4/13/2021,11/9/2020,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Postal_Code cannot be empty."
6481162382,PILSDL,1,⁦test⁧,,,DDDDDDD,Corpus Christi,,1/5/2022,1/27/2022,1,Country must be a valid ISO 2 country code. Postal_Code cannot be empty.
956792552,PILSDL,5,(｡◕ ∀ ◕｡),,,MAKICHU,Brniště,471 29,3/11/2022,10/10/2020,44444444,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code."
8903132849,PILSDL,6,,,,,La Paz de Oriente,,1/8/2022,7/23/2020,2,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be empty. Country must be a valid ISO 2 country code. Postal_Code cannot be empty."
2365945189,PILSDL,,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,"SSS,SSV,IKL,VZW,IVZW,CCA,IKR,BV,1111111111111,22222222222222,.,`````~~~~~~~,_______",,MC,Serikbuya,,2/8/2021,5/19/2020,6,"Address_Type must be among 1,2,3,4. Address_Line_2 cannot have more than 30 characters. Postal_Code cannot be empty."
4464593392,PILSDL,4,部落格,,,,Lindavista,95098,11/14/2021,2/22/2021,44444444,Address_Line_1 cannot be only special characters. Country must be a valid ISO 2 country code.
738461344,PILSDL,5, ,,,UI,Xiamao,,11/10/2021,3/2/2020,6,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. Postal_Code cannot be empty."
7031818915,PILSDL,7,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,,02351 Scott Plaza,IN,,,8/9/2021,9/2/2019,1,"Address_Type must be among 1,2,3,4. Address_Line_1 cannot be only special characters. City cannot be empty. Postal_Code cannot be empty."
